1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.173249338878
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.173828336169
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.174411200471
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.174997970493
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.175470224971
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.176064124487
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.176662040879
1.0, 0.700992250443, 0.638178634644, 0.526367473602, 0.506072092056, 0.538463020325, 0.639047861099, 1.0, 0.177264014863
1.0, 0.634578943253, 0.561791419983, 0.530170869827, 0.530379056931, 0.562554740906, 0.63612575531, 1.0, 0.178328476051
1.0, 0.634861660004, 0.562057590485, 0.530100679398, 0.530329322815, 0.562515115738, 0.635991048813, 1.0, 0.178481859709
1.0, 0.634813976288, 0.56175737381, 0.530327939987, 0.530497169495, 0.562584352493, 0.636051940918, 1.0, 0.17909626158
1.0, 0.635080432892, 0.562077236176, 0.530310869217, 0.530473184586, 0.562344312668, 0.635781240463, 1.0, 0.179714889534
1.0, 0.634700059891, 0.561846351624, 0.530071973801, 0.530260419846, 0.562299585342, 0.635698318481, 1.0, 0.180337787128
1.0, 0.634990215302, 0.561999988556, 0.530279493332, 0.530356740952, 0.562505960464, 0.6357401371, 1.0, 0.180839208999
1.0, 0.6346139431, 0.562257528305, 0.530448865891, 0.530462741852, 0.562687158585, 0.635888671875, 1.0, 0.181469903632
1.0, 0.6550532341, 0.58350315094, 0.606291341782, 0.716247987747, 0.74264960289, 1.0, 1.0, 0.182104993087
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.182744523251
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.183388540648
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.110293367815
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0167155209741
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0140315615748
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.014071824138
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0141224784325
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.128440806216
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.12890514678
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0157641631746
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0381657088463
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.113674904625
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.113631604738
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.114047663809
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.11446677544
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.11480428519
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.11522897658
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0717512926379
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0255967196006
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00678028764149
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00680576442571
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00683143350617
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00685729694805
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00642090601784
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00644538172949
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00647004475094
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00649489724065
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00651994139032
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00654517942564
